A0A024R1R8_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024RBG1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A075B6I1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A075B734_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WUL8_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WUL8_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WUL8_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WUV0_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WUV0_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WVF3_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WVI8_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WWA1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WWP6_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WWP6_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WX78_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WX78_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WXM9_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WXS9_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WZV9_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X0L6_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X0R7_1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X179_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X1A0_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X1C1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X1G2_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X1K6_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X1K6_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087X1L8_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A096LNT2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A096LP49_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A096LPH7_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MQW5_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MQW5_4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MQW5_6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MTC1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MTC1_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MTG1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A6YYC8_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A6YYC8_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A6YYH2_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
